
basicmath_small
PMU monitor is starting monitoring counters

0     0     0     0     0     0     0     5038297
0     0     0     0     0     0     0     51856
0     0     0     0     0     0     0     27827
0     0     0     0     0     0     0     17058
0     0     0     0     0     0     0     2513157
0     0     0     0     0     0     0     23052
0     0     0     0     0     0     0     33610
0     0     0     0     0     0     0     25626
0     0     0     0     0     0     0     23907
0     0     0     0     0     0     0     23199
0     0     0     0     0     0     0     22879
0     0     0     0     0     0     0     29152
0     0     0     0     0     0     0     35756
0     0     0     0     0     0     0     45221
0     0     0     0     0     0     0     24004
0     0     0     0     0     0     0     22866
0     0     0     0     0     0     0     22116
0     0     0     0     0     0     0     1559295
0     0     0     0     0     0     0     22138
0     0     0     0     0     0     0     20976
0     0     0     0     0     0     0     19161
0     0     0     0     0     0     0     22530
0     0     0     0     0     0     0     22389
0     0     0     0     0     0     0     22199
0     0     0     0     0     0     0     21994
0     0     0     0     0     0     0     26785
0     0     0     0     0     0     0     23206
0     0     0     0     0     0     0     22715
0     0     0     0     0     0     0     3062929
0     0     0     0     0     0     0     32423
0     0     0     0     0     0     0     24531
0     0     0     0     0     0     0     24237
0     0     0     0     0     0     0     26954
0     0     0     0     0     0     0     24112
0     0     0     0     0     0     0     23302
0     0     0     0     0     0     0     23556
0     0     0     0     0     0     0     23650
0     0     0     0     0     0     0     20256
0     0     0     0     0     0     0     22696
0     0     0     0     0     0     0     23633
0     0     0     0     0     0     0     26873
0     0     0     0     0     0     0     22294
0     0     0     0     0     0     0     21523
0     0     0     0     0     0     0     23883
0     0     0     0     0     0     0     22420
0     0     0     0     0     0     0     22972
0     0     0     0     0     0     0     23316
0     0     0     0     0     0     0     19002
0     0     0     0     0     0     0     3793624
0     0     0     0     0     0     0     25747
0     0     0     0     0     0     0     30126
0     0     0     0     0     0     0     23470
0     0     0     0     0     0     0     24108
0     0     0     0     0     0     0     23276
0     0     0     0     0     0     0     23426
0     0     0     0     0     0     0     22342
0     0     0     0     0     0     0     22328
0     0     0     0     0     0     0     22778
0     0     0     0     0     0     0     23169
0     0     0     0     0     0     0     24742
0     0     0     0     0     0     0     21128
0     0     0     0     0     0     0     23119
0     0     0     0     0     0     0     23888
0     0     0     0     0     0     0     22122
0     0     0     0     0     0     0     22134
0     0     0     0     0     0     0     23238
0     0     0     0     0     0     0     22190
0     0     0     0     0     0     0     24040
0     0     0     0     0     0     0     22178
0     0     0     0     0     0     0     29909
0     0     0     0     0     0     0     24040
0     0     0     0     0     0     0     2390017
0     0     0     0     0     0     0     17120
0     0     0     0     0     0     0     23951
0     0     0     0     0     0     0     23280
0     0     0     0     0     0     0     22561
0     0     0     0     0     0     0     24346
0     0     0     0     0     0     0     22433
0     0     0     0     0     0     0     21102
0     0     0     0     0     0     0     23632
0     0     0     0     0     0     0     22386
0     0     0     0     0     0     0     22605
0     0     0     0     0     0     0     54339
0     0     0     0     0     0     0     19959
0     0     0     0     0     0     0     70356
0     0     0     0     0     0     0     24766
0     0     0     0     0     0     0     29572
0     0     0     0     0     0     0     23998
0     0     0     0     0     0     0     4722230
0     0     0     0     0     0     0     35775
0     0     0     0     0     0     0     23378
0     0     0     0     0     0     0     21328
0     0     0     0     0     0     0     23441
0     0     0     0     0     0     0     23007
0     0     0     0     0     0     0     28355
0     0     0     0     0     0     0     23098
0     0     0     0     0     0     0     22851
0     0     0     0     0     0     0     28361
0     0     0     0     0     0     0     23533
0     0     0     0     0     0     0     22723
0     0     0     0     0     0     0     21742
0     0     0     0     0     0     0     23635
0     0     0     0     0     0     0     26843
0     0     0     0     0     0     0     22627
0     0     0     0     0     0     0     23938
0     0     0     0     0     0     0     22661
0     0     0     0     0     0     0     22235
0     0     0     0     0     0     0     23214
0     0     0     0     0     0     0     22165
0     0     0     0     0     0     0     22576
0     0     0     0     0     0     0     23186
0     0     0     0     0     0     0     26557
0     0     0     0     0     0     0     24082
0     0     0     0     0     0     0     24098
0     0     0     0     0     0     0     23393
0     0     0     0     0     0     0     22791
0     0     0     0     0     0     0     23485
0     0     0     0     0     0     0     21955
0     0     0     0     0     0     0     22195
0     0     0     0     0     0     0     4617882
